cellname	file_path	stage	celltype
GaseE751236	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000120_GaseE751236.pairs.gz	E75	early mesoderm
GaseE751237	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000121_GaseE751237.pairs.gz	E75	blood
GaseE751238	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000122_GaseE751238.pairs.gz	E75	ExE ectoderm
GaseE751239	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000123_GaseE751239.pairs.gz	E75	neural ectoderm
GaseE751240	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000124_GaseE751240.pairs.gz	E75	early mesenchyme
GaseE751243	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000126_GaseE751243.pairs.gz	E75	neural ectoderm
GaseE751246	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000129_GaseE751246.pairs.gz	E75	blood
GaseE751247	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000130_GaseE751247.pairs.gz	E75	ExE endoderm
GaseE751248	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000131_GaseE751248.pairs.gz	E75	ExE ectoderm
GaseE751249	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000132_GaseE751249.pairs.gz	E75	mitosis
GaseE751250	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000133_GaseE751250.pairs.gz	E75	neural ectoderm
GaseE751252	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000135_GaseE751252.pairs.gz	E75	endoderm
GaseE751254	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000137_GaseE751254.pairs.gz	E75	epithelial cells
GaseE751255	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000138_GaseE751255.pairs.gz	E75	blood
GaseE751256	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000139_GaseE751256.pairs.gz	E75	early mesenchyme
GaseE751259	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000141_GaseE751259.pairs.gz	E75	ExE mesoderm
GaseE751261	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000143_GaseE751261.pairs.gz	E75	ExE mesoderm
GaseE751262	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000144_GaseE751262.pairs.gz	E75	endoderm
GaseE751264	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000146_GaseE751264.pairs.gz	E75	neural ectoderm
GaseE751266	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000148_GaseE751266.pairs.gz	E75	epithelial cells
GaseE751267	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000149_GaseE751267.pairs.gz	E75	blood
GaseE751269	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000151_GaseE751269.pairs.gz	E75	early mesoderm
GaseE751272	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000154_GaseE751272.pairs.gz	E75	ExE endoderm
GaseE751275	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000157_GaseE751275.pairs.gz	E75	ExE mesoderm
GaseE751279	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000161_GaseE751279.pairs.gz	E75	early mesenchyme
GaseE751280	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000162_GaseE751280.pairs.gz	E75	neural ectoderm
GaseE751281	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000163_GaseE751281.pairs.gz	E75	early mesoderm
GaseE751283	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000164_GaseE751283.pairs.gz	E75	neural ectoderm
GaseE751284	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000165_GaseE751284.pairs.gz	E75	early mesenchyme
GaseE751287	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000166_GaseE751287.pairs.gz	E75	blood
GaseE751288	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000167_GaseE751288.pairs.gz	E75	ExE ectoderm
GaseE751289	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000168_GaseE751289.pairs.gz	E75	neural ectoderm
GaseE751291	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000170_GaseE751291.pairs.gz	E75	blood
GaseE751292	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000171_GaseE751292.pairs.gz	E75	early mesenchyme
GaseE751294	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000173_GaseE751294.pairs.gz	E75	ExE ectoderm
GaseE751295	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000174_GaseE751295.pairs.gz	E75	neural ectoderm
GaseE751297	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000176_GaseE751297.pairs.gz	E75	early mesoderm
GaseE751301	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000179_GaseE751301.pairs.gz	E75	neural ectoderm
GaseE751305	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000182_GaseE751305.pairs.gz	E75	ExE ectoderm
GaseE751306	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000183_GaseE751306.pairs.gz	E75	mitosis
GaseE751308	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000185_GaseE751308.pairs.gz	E75	mitosis
GaseE751309	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000186_GaseE751309.pairs.gz	E75	neural ectoderm
GaseE751310	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000187_GaseE751310.pairs.gz	E75	neural ectoderm
GaseE751311	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000188_GaseE751311.pairs.gz	E75	ExE endoderm
GaseE751312	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000189_GaseE751312.pairs.gz	E75	early mesenchyme
GaseE751314	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000191_GaseE751314.pairs.gz	E75	endoderm
GaseE751315	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000192_GaseE751315.pairs.gz	E75	early mesoderm
GaseE751316	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000193_GaseE751316.pairs.gz	E75	ExE endoderm
GaseE751317	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000194_GaseE751317.pairs.gz	E75	neural ectoderm
GaseE751318	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000195_GaseE751318.pairs.gz	E75	early mesoderm
GaseE751319	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000196_GaseE751319.pairs.gz	E75	neural ectoderm
GaseE751320	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000197_GaseE751320.pairs.gz	E75	ExE mesoderm
GaseE751321	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000198_GaseE751321.pairs.gz	E75	ExE ectoderm
GaseE751324	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000201_GaseE751324.pairs.gz	E75	neural ectoderm
GaseE751326	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000203_GaseE751326.pairs.gz	E75	neural ectoderm
GaseE751327	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000204_GaseE751327.pairs.gz	E75	neural ectoderm
GaseE751328	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000205_GaseE751328.pairs.gz	E75	ExE endoderm
GaseE751329	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000206_GaseE751329.pairs.gz	E75	neural ectoderm
GaseE751330	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000207_GaseE751330.pairs.gz	E75	ExE ectoderm
GaseE751331	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000208_GaseE751331.pairs.gz	E75	endoderm
GaseE751332	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000209_GaseE751332.pairs.gz	E75	ExE mesoderm
GaseE751334	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000211_GaseE751334.pairs.gz	E75	endoderm
GaseE751335	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000212_GaseE751335.pairs.gz	E75	neural ectoderm
GaseE751336	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000213_GaseE751336.pairs.gz	E75	epithelial cells
GaseE751337	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000214_GaseE751337.pairs.gz	E75	neural ectoderm
GaseE751340	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000216_GaseE751340.pairs.gz	E75	early mesoderm
GaseE751341	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000217_GaseE751341.pairs.gz	E75	ExE ectoderm
GaseE751343	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000219_GaseE751343.pairs.gz	E75	blood
GaseE751344	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000220_GaseE751344.pairs.gz	E75	mitosis
GaseE751350	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000226_GaseE751350.pairs.gz	E75	mitosis
GaseE751351	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000227_GaseE751351.pairs.gz	E75	ExE ectoderm
GaseE751352	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000228_GaseE751352.pairs.gz	E75	ExE ectoderm
GaseE751353	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000229_GaseE751353.pairs.gz	E75	neural ectoderm
GaseE751354	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000230_GaseE751354.pairs.gz	E75	blood
GaseE751355	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000231_GaseE751355.pairs.gz	E75	early mesoderm
GaseE751357	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000232_GaseE751357.pairs.gz	E75	early mesoderm
GaseE751360	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000235_GaseE751360.pairs.gz	E75	early mesoderm
GaseE751363	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000238_GaseE751363.pairs.gz	E75	neural ectoderm
GaseE751367	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000241_GaseE751367.pairs.gz	E75	ExE ectoderm
GaseE751368	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000242_GaseE751368.pairs.gz	E75	ExE ectoderm
GaseE751369	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000243_GaseE751369.pairs.gz	E75	mitosis
GaseE751370	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000244_GaseE751370.pairs.gz	E75	ExE endoderm
GaseE751372	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000246_GaseE751372.pairs.gz	E75	neural ectoderm
GaseE751373	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000247_GaseE751373.pairs.gz	E75	endoderm
GaseE751374	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000248_GaseE751374.pairs.gz	E75	ExE mesoderm
GaseE751375	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000249_GaseE751375.pairs.gz	E75	ExE endoderm
GaseE751376	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000250_GaseE751376.pairs.gz	E75	mitosis
GaseE751381	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000253_GaseE751381.pairs.gz	E75	ExE ectoderm
GaseE751382	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000254_GaseE751382.pairs.gz	E75	ExE endoderm
GaseE752001	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000257_GaseE752001.pairs.gz	E75	blood
GaseE752002	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000258_GaseE752002.pairs.gz	E75	ExE endoderm
GaseE752004	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000260_GaseE752004.pairs.gz	E75	ExE endoderm
GaseE752009	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000263_GaseE752009.pairs.gz	E75	neural ectoderm
GaseE752011	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000265_GaseE752011.pairs.gz	E75	ExE mesoderm
GaseE752012	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000266_GaseE752012.pairs.gz	E75	neural ectoderm
GaseE752013	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000267_GaseE752013.pairs.gz	E75	early mesoderm
GaseE752014	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000268_GaseE752014.pairs.gz	E75	ExE ectoderm
GaseE752015	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000269_GaseE752015.pairs.gz	E75	neural ectoderm
GaseE752017	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000270_GaseE752017.pairs.gz	E75	early mesoderm
GaseE752018	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000271_GaseE752018.pairs.gz	E75	ExE mesoderm
GaseE752019	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000272_GaseE752019.pairs.gz	E75	ExE ectoderm
GaseE752020	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000273_GaseE752020.pairs.gz	E75	ExE ectoderm
GaseE752021	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000274_GaseE752021.pairs.gz	E75	ExE ectoderm
GaseE752025	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000275_GaseE752025.pairs.gz	E75	mitosis
GaseE752026	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000276_GaseE752026.pairs.gz	E75	ExE endoderm
GaseE752027	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000277_GaseE752027.pairs.gz	E75	early mesenchyme
GaseE752028	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000278_GaseE752028.pairs.gz	E75	ExE endoderm
GaseE752029	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000279_GaseE752029.pairs.gz	E75	mitosis
GaseE752033	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000282_GaseE752033.pairs.gz	E75	neural ectoderm
GaseE752034	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000283_GaseE752034.pairs.gz	E75	neural ectoderm
GaseE752035	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000284_GaseE752035.pairs.gz	E75	mitosis
GaseE752039	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000288_GaseE752039.pairs.gz	E75	ExE ectoderm
GaseE752040	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000289_GaseE752040.pairs.gz	E75	ExE ectoderm
GaseE752045	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000291_GaseE752045.pairs.gz	E75	neural ectoderm
GaseE752046	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000292_GaseE752046.pairs.gz	E75	blood
GaseE752047	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000293_GaseE752047.pairs.gz	E75	neural ectoderm
GaseE752049	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000294_GaseE752049.pairs.gz	E75	ExE ectoderm
GaseE752050	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000295_GaseE752050.pairs.gz	E75	early mesenchyme
GaseE752051	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000296_GaseE752051.pairs.gz	E75	ExE ectoderm
GaseE752052	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000297_GaseE752052.pairs.gz	E75	early mesoderm
GaseE752053	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000298_GaseE752053.pairs.gz	E75	ExE mesoderm
GaseE752057	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000302_GaseE752057.pairs.gz	E75	ExE mesoderm
GaseE752058	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000303_GaseE752058.pairs.gz	E75	early mesoderm
GaseE752059	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000304_GaseE752059.pairs.gz	E75	early mesoderm
GaseE752061	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000306_GaseE752061.pairs.gz	E75	early mesoderm
GaseE752064	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000307_GaseE752064.pairs.gz	E75	ExE endoderm
GaseE752069	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000311_GaseE752069.pairs.gz	E75	ExE mesoderm
GaseE752070	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000312_GaseE752070.pairs.gz	E75	mitosis
GaseE752071	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000313_GaseE752071.pairs.gz	E75	early mesenchyme
GaseE752072	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000314_GaseE752072.pairs.gz	E75	ExE ectoderm
GaseE752074	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000316_GaseE752074.pairs.gz	E75	epithelial cells
GaseE752075	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000317_GaseE752075.pairs.gz	E75	early mesoderm
GaseE752077	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000319_GaseE752077.pairs.gz	E75	mitosis
GaseE752078	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000320_GaseE752078.pairs.gz	E75	ExE endoderm
GaseE752082	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000321_GaseE752082.pairs.gz	E75	ExE mesoderm
GaseE752083	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000322_GaseE752083.pairs.gz	E75	neural ectoderm
GaseE752084	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000323_GaseE752084.pairs.gz	E75	neural ectoderm
GaseE752085	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000324_GaseE752085.pairs.gz	E75	ExE endoderm
GaseE752088	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000326_GaseE752088.pairs.gz	E75	ExE ectoderm
GaseE752090	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000327_GaseE752090.pairs.gz	E75	early mesoderm
GaseE752093	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000330_GaseE752093.pairs.gz	E75	mitosis
GaseE752094	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000331_GaseE752094.pairs.gz	E75	ExE mesoderm
GaseE752097	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000332_GaseE752097.pairs.gz	E75	ExE ectoderm
GaseE752099	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000334_GaseE752099.pairs.gz	E75	neural ectoderm
GaseE752100	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000335_GaseE752100.pairs.gz	E75	ExE mesoderm
GaseE752102	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000337_GaseE752102.pairs.gz	E75	ExE endoderm
GaseE752104	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000339_GaseE752104.pairs.gz	E75	early mesenchyme
GaseE752106	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000341_GaseE752106.pairs.gz	E75	neural ectoderm
GaseE752107	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000342_GaseE752107.pairs.gz	E75	early mesoderm
GaseE752108	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000343_GaseE752108.pairs.gz	E75	neural ectoderm
GaseE752112	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000346_GaseE752112.pairs.gz	E75	ExE mesoderm
GaseE752113	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000347_GaseE752113.pairs.gz	E75	ExE mesoderm
GaseE752114	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000348_GaseE752114.pairs.gz	E75	ExE endoderm
GaseE752115	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000349_GaseE752115.pairs.gz	E75	neural ectoderm
GaseE752117	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000350_GaseE752117.pairs.gz	E75	ExE mesoderm
GaseE752119	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000352_GaseE752119.pairs.gz	E75	endoderm
GaseE752120	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000353_GaseE752120.pairs.gz	E75	early mesoderm
GaseE752121	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000354_GaseE752121.pairs.gz	E75	neural ectoderm
GaseE752122	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000355_GaseE752122.pairs.gz	E75	ExE ectoderm
GaseE752124	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000357_GaseE752124.pairs.gz	E75	ExE ectoderm
GaseE752126	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000359_GaseE752126.pairs.gz	E75	ExE ectoderm
GaseE752128	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000361_GaseE752128.pairs.gz	E75	neural ectoderm
GaseE752129	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000362_GaseE752129.pairs.gz	E75	neural ectoderm
GaseE752131	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000364_GaseE752131.pairs.gz	E75	neural ectoderm
GaseE752132	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000365_GaseE752132.pairs.gz	E75	neural ectoderm
GaseE752135	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000367_GaseE752135.pairs.gz	E75	early mesoderm
GaseE752136	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000368_GaseE752136.pairs.gz	E75	early mesenchyme
GaseE752138	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000370_GaseE752138.pairs.gz	E75	ExE endoderm
GaseE752143	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000374_GaseE752143.pairs.gz	E75	neural ectoderm
GaseE752145	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000376_GaseE752145.pairs.gz	E75	epithelial cells
GaseE752149	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000380_GaseE752149.pairs.gz	E75	ExE endoderm
GaseE752150	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000381_GaseE752150.pairs.gz	E75	epithelial cells
GaseE752153	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000384_GaseE752153.pairs.gz	E75	neural ectoderm
GaseE752156	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000387_GaseE752156.pairs.gz	E75	neural ectoderm
GaseE752157	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000388_GaseE752157.pairs.gz	E75	early mesenchyme
GaseE752159	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000390_GaseE752159.pairs.gz	E75	neural ectoderm
GaseE752161	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000392_GaseE752161.pairs.gz	E75	neural ectoderm
GaseE752163	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000394_GaseE752163.pairs.gz	E75	neural ectoderm
GaseE752164	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000395_GaseE752164.pairs.gz	E75	mitosis
GaseE752165	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000396_GaseE752165.pairs.gz	E75	neural ectoderm
GaseE752166	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000397_GaseE752166.pairs.gz	E75	mitosis
GaseE752168	/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000399_GaseE752168.pairs.gz	E75	ExE mesoderm
