filename,filepath,cellname,stage,celltype
GSM7004044_OrgcE953017.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004044_OrgcE953017.pairs.gz,OrgcE953017,E95,mitosis
GSM7003761_OrgcE952111.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003761_OrgcE952111.pairs.gz,OrgcE952111,E95,early mesoderm
GSM7001691_OrgaE952020.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001691_OrgaE952020.pairs.gz,OrgaE952020,E95,intermediate mesoderm
GSM7003709_OrgcE952058.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003709_OrgcE952058.pairs.gz,OrgcE952058,E95,early mesenchyme
GSM7004150_OrgcE953123.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004150_OrgcE953123.pairs.gz,OrgcE953123,E95,schwann cell precursors
GSM7003688_OrgcE952037.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003688_OrgcE952037.pairs.gz,OrgcE952037,E95,neural tube
GSM7003747_OrgcE952096.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003747_OrgcE952096.pairs.gz,OrgcE952096,E95,NMP
GSM7004257_OrgcE953232.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004257_OrgcE953232.pairs.gz,OrgcE953232,E95,intermediate mesoderm
GSM7003963_OrgcE952319.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003963_OrgcE952319.pairs.gz,OrgcE952319,E95,notochord
GSM7004160_OrgcE953133.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004160_OrgcE953133.pairs.gz,OrgcE953133,E95,early neurons
GSM7001926_OrgaE952279.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001926_OrgaE952279.pairs.gz,OrgaE952279,E95,intermediate mesoderm
GSM7004322_OrgcE953299.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004322_OrgcE953299.pairs.gz,OrgcE953299,E95,intermediate mesoderm
GSM7003904_OrgcE952258.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003904_OrgcE952258.pairs.gz,OrgcE952258,E95,endoderm
GSM7004391_OrgcE953370.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004391_OrgcE953370.pairs.gz,OrgcE953370,E95,radial glias
GSM7003824_OrgcE952174.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003824_OrgcE952174.pairs.gz,OrgcE952174,E95,early mesoderm
GSM7004163_OrgcE953137.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004163_OrgcE953137.pairs.gz,OrgcE953137,E95,mix late mesenchyme
GSM7001685_OrgaE952014.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001685_OrgaE952014.pairs.gz,OrgaE952014,E95,intermediate mesoderm
GSM7001756_OrgaE952089.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001756_OrgaE952089.pairs.gz,OrgaE952089,E95,notochord
GSM7004049_OrgcE953022.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004049_OrgcE953022.pairs.gz,OrgcE953022,E95,epithelial cells
GSM7004271_OrgcE953247.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004271_OrgcE953247.pairs.gz,OrgcE953247,E95,mix late mesenchyme
GSM7003723_OrgcE952072.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003723_OrgcE952072.pairs.gz,OrgcE952072,E95,epithelial cells
GSM7003748_OrgcE952097.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003748_OrgcE952097.pairs.gz,OrgcE952097,E95,epithelial cells
GSM7004377_OrgcE953355.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004377_OrgcE953355.pairs.gz,OrgcE953355,E95,myocytes
GSM7003954_OrgcE952310.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003954_OrgcE952310.pairs.gz,OrgcE952310,E95,intermediate mesoderm
GSM7004195_OrgcE953169.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004195_OrgcE953169.pairs.gz,OrgcE953169,E95,blood
GSM7001856_OrgaE952206.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001856_OrgaE952206.pairs.gz,OrgaE952206,E95,epithelial cells
GSM7004311_OrgcE953288.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004311_OrgcE953288.pairs.gz,OrgcE953288,E95,mix late mesenchyme
GSM7001712_OrgaE952043.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001712_OrgaE952043.pairs.gz,OrgaE952043,E95,mix late mesenchyme
GSM7001774_OrgaE952108.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001774_OrgaE952108.pairs.gz,OrgaE952108,E95,early mesenchyme
GSM7001769_OrgaE952103.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001769_OrgaE952103.pairs.gz,OrgaE952103,E95,mix late mesenchyme
GSM7003795_OrgcE952145.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003795_OrgcE952145.pairs.gz,OrgcE952145,E95,blood
GSM7003865_OrgcE952216.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003865_OrgcE952216.pairs.gz,OrgcE952216,E95,epithelial cells
GSM7003851_OrgcE952202.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003851_OrgcE952202.pairs.gz,OrgcE952202,E95,mix late mesenchyme
GSM7001708_OrgaE952038.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001708_OrgaE952038.pairs.gz,OrgaE952038,E95,notochord
GSM7001757_OrgaE952090.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001757_OrgaE952090.pairs.gz,OrgaE952090,E95,mix late mesenchyme
GSM7003755_OrgcE952104.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003755_OrgcE952104.pairs.gz,OrgcE952104,E95,oligodendrocytes and progenitors
GSM7003941_OrgcE952297.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003941_OrgcE952297.pairs.gz,OrgcE952297,E95,intermediate mesoderm
GSM7001935_OrgaE952289.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001935_OrgaE952289.pairs.gz,OrgaE952289,E95,schwann cell precursors
GSM7001823_OrgaE952173.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001823_OrgaE952173.pairs.gz,OrgaE952173,E95,intermediate mesoderm
GSM7004209_OrgcE953184.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004209_OrgcE953184.pairs.gz,OrgcE953184,E95,oligodendrocytes and progenitors
GSM7001889_OrgaE952239.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001889_OrgaE952239.pairs.gz,OrgaE952239,E95,oligodendrocytes and progenitors
GSM7003678_OrgcE952026.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003678_OrgcE952026.pairs.gz,OrgcE952026,E95,oligodendrocytes and progenitors
GSM7001835_OrgaE952185.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001835_OrgaE952185.pairs.gz,OrgaE952185,E95,notochord
GSM7003849_OrgcE952200.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003849_OrgcE952200.pairs.gz,OrgcE952200,E95,intermediate mesoderm
GSM7004173_OrgcE953147.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004173_OrgcE953147.pairs.gz,OrgcE953147,E95,epithelial cells
GSM7003933_OrgcE952288.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003933_OrgcE952288.pairs.gz,OrgcE952288,E95,mitosis
GSM7004240_OrgcE953215.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004240_OrgcE953215.pairs.gz,OrgcE953215,E95,mix late mesenchyme
GSM7001859_OrgaE952209.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001859_OrgaE952209.pairs.gz,OrgaE952209,E95,oligodendrocytes and progenitors
GSM7004109_OrgcE953082.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004109_OrgcE953082.pairs.gz,OrgcE953082,E95,mix late mesenchyme
GSM7001706_OrgaE952035.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001706_OrgaE952035.pairs.gz,OrgaE952035,E95,mitosis
GSM7002006_OrgaE952360.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7002006_OrgaE952360.pairs.gz,OrgaE952360,E95,radial glias
GSM7004259_OrgcE953234.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004259_OrgcE953234.pairs.gz,OrgcE953234,E95,early neurons
GSM7004314_OrgcE953291.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004314_OrgcE953291.pairs.gz,OrgcE953291,E95,radial glias
GSM7004339_OrgcE953317.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004339_OrgcE953317.pairs.gz,OrgcE953317,E95,radial glias
GSM7003922_OrgcE952277.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003922_OrgcE952277.pairs.gz,OrgcE952277,E95,mix late mesenchyme
GSM7004028_OrgcE953001.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004028_OrgcE953001.pairs.gz,OrgcE953001,E95,radial glias
GSM7001837_OrgaE952187.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001837_OrgaE952187.pairs.gz,OrgaE952187,E95,intermediate mesoderm
GSM7004241_OrgcE953216.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004241_OrgcE953216.pairs.gz,OrgcE953216,E95,radial glias
GSM7004097_OrgcE953070.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004097_OrgcE953070.pairs.gz,OrgcE953070,E95,notochord
GSM7001698_OrgaE952027.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001698_OrgaE952027.pairs.gz,OrgaE952027,E95,radial glias
GSM7001751_OrgaE952084.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001751_OrgaE952084.pairs.gz,OrgaE952084,E95,early neurons
GSM7001934_OrgaE952288.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001934_OrgaE952288.pairs.gz,OrgaE952288,E95,mix late mesenchyme
GSM7003832_OrgcE952182.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003832_OrgcE952182.pairs.gz,OrgcE952182,E95,notochord
GSM7003766_OrgcE952116.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003766_OrgcE952116.pairs.gz,OrgcE952116,E95,mix late mesenchyme
GSM7004112_OrgcE953085.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004112_OrgcE953085.pairs.gz,OrgcE953085,E95,mitosis
GSM7003960_OrgcE952316.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003960_OrgcE952316.pairs.gz,OrgcE952316,E95,notochord
GSM7001878_OrgaE952228.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001878_OrgaE952228.pairs.gz,OrgaE952228,E95,early mesenchyme
GSM7001688_OrgaE952017.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001688_OrgaE952017.pairs.gz,OrgaE952017,E95,mitosis
GSM7001797_OrgaE952131.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001797_OrgaE952131.pairs.gz,OrgaE952131,E95,early mesenchyme
GSM7003921_OrgcE952276.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003921_OrgcE952276.pairs.gz,OrgcE952276,E95,early neurons
GSM7004383_OrgcE953361.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004383_OrgcE953361.pairs.gz,OrgcE953361,E95,early mesenchyme
GSM7001984_OrgaE952338.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001984_OrgaE952338.pairs.gz,OrgaE952338,E95,intermediate mesoderm
GSM7003708_OrgcE952057.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003708_OrgcE952057.pairs.gz,OrgcE952057,E95,early mesenchyme
GSM7001822_OrgaE952172.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001822_OrgaE952172.pairs.gz,OrgaE952172,E95,radial glias
GSM7003848_OrgcE952199.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003848_OrgcE952199.pairs.gz,OrgcE952199,E95,early mesenchyme
GSM7004274_OrgcE953250.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004274_OrgcE953250.pairs.gz,OrgcE953250,E95,early mesenchyme
GSM7003952_OrgcE952308.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003952_OrgcE952308.pairs.gz,OrgcE952308,E95,mitosis
GSM7003756_OrgcE952105.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003756_OrgcE952105.pairs.gz,OrgcE952105,E95,notochord
GSM7003765_OrgcE952115.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003765_OrgcE952115.pairs.gz,OrgcE952115,E95,notochord
GSM7004340_OrgcE953318.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004340_OrgcE953318.pairs.gz,OrgcE953318,E95,intermediate mesoderm
GSM7001994_OrgaE952348.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001994_OrgaE952348.pairs.gz,OrgaE952348,E95,notochord
GSM7004034_OrgcE953007.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004034_OrgcE953007.pairs.gz,OrgcE953007,E95,intermediate mesoderm
GSM7003902_OrgcE952255.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003902_OrgcE952255.pairs.gz,OrgcE952255,E95,early mesoderm
GSM7004350_OrgcE953328.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004350_OrgcE953328.pairs.gz,OrgcE953328,E95,radial glias
GSM7004206_OrgcE953181.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004206_OrgcE953181.pairs.gz,OrgcE953181,E95,schwann cell precursors
GSM7003947_OrgcE952303.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003947_OrgcE952303.pairs.gz,OrgcE952303,E95,early mesoderm
GSM7004157_OrgcE953130.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004157_OrgcE953130.pairs.gz,OrgcE953130,E95,notochord
GSM7003730_OrgcE952079.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003730_OrgcE952079.pairs.gz,OrgcE952079,E95,mitosis
GSM7004236_OrgcE953211.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004236_OrgcE953211.pairs.gz,OrgcE953211,E95,radial glias
GSM7003915_OrgcE952270.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003915_OrgcE952270.pairs.gz,OrgcE952270,E95,intermediate mesoderm
GSM7004027_OrgcE952384.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004027_OrgcE952384.pairs.gz,OrgcE952384,E95,blood
GSM7001999_OrgaE952353.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001999_OrgaE952353.pairs.gz,OrgaE952353,E95,radial glias
GSM7001780_OrgaE952114.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001780_OrgaE952114.pairs.gz,OrgaE952114,E95,mix late mesenchyme
GSM7001929_OrgaE952282.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001929_OrgaE952282.pairs.gz,OrgaE952282,E95,schwann cell precursors
GSM7001784_OrgaE952118.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001784_OrgaE952118.pairs.gz,OrgaE952118,E95,mix late mesenchyme
GSM7001713_OrgaE952044.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001713_OrgaE952044.pairs.gz,OrgaE952044,E95,radial glias
GSM7003847_OrgcE952198.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003847_OrgcE952198.pairs.gz,OrgcE952198,E95,neural tube
GSM7003798_OrgcE952148.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003798_OrgcE952148.pairs.gz,OrgcE952148,E95,NMP
GSM7004138_OrgcE953111.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004138_OrgcE953111.pairs.gz,OrgcE953111,E95,mitosis
GSM7003758_OrgcE952107.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003758_OrgcE952107.pairs.gz,OrgcE952107,E95,intermediate mesoderm
GSM7004231_OrgcE953206.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004231_OrgcE953206.pairs.gz,OrgcE953206,E95,mix late mesenchyme
GSM7004270_OrgcE953246.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004270_OrgcE953246.pairs.gz,OrgcE953246,E95,notochord
GSM7003883_OrgcE952234.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003883_OrgcE952234.pairs.gz,OrgcE952234,E95,early mesenchyme
GSM7003693_OrgcE952042.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003693_OrgcE952042.pairs.gz,OrgcE952042,E95,mitosis
GSM7001894_OrgaE952245.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001894_OrgaE952245.pairs.gz,OrgaE952245,E95,early neurons
GSM7004067_OrgcE953040.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004067_OrgcE953040.pairs.gz,OrgcE953040,E95,early neurons
GSM7003788_OrgcE952138.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003788_OrgcE952138.pairs.gz,OrgcE952138,E95,blood
GSM7004256_OrgcE953231.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004256_OrgcE953231.pairs.gz,OrgcE953231,E95,radial glias
GSM7003728_OrgcE952077.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003728_OrgcE952077.pairs.gz,OrgcE952077,E95,early mesenchyme
GSM7004337_OrgcE953314.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004337_OrgcE953314.pairs.gz,OrgcE953314,E95,radial glias
GSM7004226_OrgcE953201.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004226_OrgcE953201.pairs.gz,OrgcE953201,E95,notochord
GSM7001970_OrgaE952324.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001970_OrgaE952324.pairs.gz,OrgaE952324,E95,blood
GSM7002004_OrgaE952358.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7002004_OrgaE952358.pairs.gz,OrgaE952358,E95,mix late mesenchyme
GSM7004038_OrgcE953011.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004038_OrgcE953011.pairs.gz,OrgcE953011,E95,oligodendrocytes and progenitors
GSM7003894_OrgcE952247.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003894_OrgcE952247.pairs.gz,OrgcE952247,E95,neural tube
GSM7004213_OrgcE953188.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004213_OrgcE953188.pairs.gz,OrgcE953188,E95,radial glias
GSM7001730_OrgaE952062.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001730_OrgaE952062.pairs.gz,OrgaE952062,E95,mix late mesenchyme
GSM7004039_OrgcE953012.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004039_OrgcE953012.pairs.gz,OrgcE953012,E95,schwann cell precursors
GSM7004031_OrgcE953004.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004031_OrgcE953004.pairs.gz,OrgcE953004,E95,mix late mesenchyme
GSM7003901_OrgcE952254.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003901_OrgcE952254.pairs.gz,OrgcE952254,E95,epithelial cells
GSM7003956_OrgcE952312.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003956_OrgcE952312.pairs.gz,OrgcE952312,E95,mitosis
GSM7003935_OrgcE952290.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003935_OrgcE952290.pairs.gz,OrgcE952290,E95,early mesenchyme
GSM7004352_OrgcE953330.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004352_OrgcE953330.pairs.gz,OrgcE953330,E95,schwann cell precursors
GSM7004367_OrgcE953345.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004367_OrgcE953345.pairs.gz,OrgcE953345,E95,blood
GSM7004297_OrgcE953274.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004297_OrgcE953274.pairs.gz,OrgcE953274,E95,early neurons
GSM7004105_OrgcE953078.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004105_OrgcE953078.pairs.gz,OrgcE953078,E95,early neurons
GSM7001853_OrgaE952203.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001853_OrgaE952203.pairs.gz,OrgaE952203,E95,mix late mesenchyme
GSM7001997_OrgaE952351.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001997_OrgaE952351.pairs.gz,OrgaE952351,E95,early mesenchyme
GSM7001989_OrgaE952343.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001989_OrgaE952343.pairs.gz,OrgaE952343,E95,radial glias
GSM7003690_OrgcE952039.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003690_OrgcE952039.pairs.gz,OrgcE952039,E95,early mesenchyme
GSM7003837_OrgcE952187.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003837_OrgcE952187.pairs.gz,OrgcE952187,E95,notochord
GSM7004016_OrgcE952373.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004016_OrgcE952373.pairs.gz,OrgcE952373,E95,intermediate mesoderm
GSM7004043_OrgcE953016.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004043_OrgcE953016.pairs.gz,OrgcE953016,E95,radial glias
GSM7003863_OrgcE952214.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003863_OrgcE952214.pairs.gz,OrgcE952214,E95,notochord
GSM7004045_OrgcE953018.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004045_OrgcE953018.pairs.gz,OrgcE953018,E95,radial glias
GSM7001917_OrgaE952270.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001917_OrgaE952270.pairs.gz,OrgaE952270,E95,neural tube
GSM7004372_OrgcE953350.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004372_OrgcE953350.pairs.gz,OrgcE953350,E95,radial glias
GSM7003707_OrgcE952056.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003707_OrgcE952056.pairs.gz,OrgcE952056,E95,intermediate mesoderm
GSM7003695_OrgcE952044.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003695_OrgcE952044.pairs.gz,OrgcE952044,E95,epithelial cells
GSM7004058_OrgcE953031.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004058_OrgcE953031.pairs.gz,OrgcE953031,E95,mitosis
GSM7001777_OrgaE952111.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001777_OrgaE952111.pairs.gz,OrgaE952111,E95,early mesenchyme
GSM7003830_OrgcE952180.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003830_OrgcE952180.pairs.gz,OrgcE952180,E95,oligodendrocytes and progenitors
GSM7004074_OrgcE953047.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004074_OrgcE953047.pairs.gz,OrgcE953047,E95,oligodendrocytes and progenitors
GSM7001741_OrgaE952074.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7001741_OrgaE952074.pairs.gz,OrgaE952074,E95,mitosis
GSM7004247_OrgcE953222.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004247_OrgcE953222.pairs.gz,OrgcE953222,E95,radial glias
GSM7004272_OrgcE953248.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004272_OrgcE953248.pairs.gz,OrgcE953248,E95,mix late mesenchyme
GSM7004052_OrgcE953025.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7004052_OrgcE953025.pairs.gz,OrgcE953025,E95,oligodendrocytes and progenitors
GSM7003861_OrgcE952212.pairs.gz,/home/duxuyan/Projects/0_HiRES/data/GSE223917_RAW/GSM7003861_OrgcE952212.pairs.gz,OrgcE952212,E95,intermediate mesoderm
