filename,chromosome_count,cellname,stage,celltype
GSM6999804,20,GasdE701293,E70,blood
GSM6999805,21,GasdE701294,E70,epiblast and PS
GSM6999806,21,GasdE701295,E70,ExE endoderm
GSM6999807,21,GasdE701296,E70,epiblast and PS
GSM6999808,21,GasdE701297,E70,mitosis
GSM6999809,21,GasdE701298,E70,early mesoderm
GSM6999810,21,GasdE701299,E70,ExE ectoderm
GSM6999811,21,GasdE701300,E70,epiblast and PS
GSM6999812,21,GasdE701301,E70,early mesoderm
GSM6999813,21,GasdE701302,E70,epiblast and PS
GSM6999814,21,GasdE701303,E70,ExE ectoderm
GSM6999815,21,GasdE701304,E70,epiblast and PS
GSM6999816,21,GasdE701305,E70,epiblast and PS
GSM6999817,21,GasdE701306,E70,epiblast and PS
GSM6999818,21,GasdE701307,E70,ExE ectoderm
GSM6999819,21,GasdE701308,E70,ExE endoderm
GSM6999820,21,GasdE701309,E70,ExE endoderm
GSM6999821,21,GasdE701311,E70,neural ectoderm
GSM6999822,21,GasdE701312,E70,epiblast and PS
GSM6999823,20,GasdE701313,E70,mitosis
GSM6999824,21,GasdE701314,E70,epiblast and PS
GSM6999825,20,GasdE701315,E70,epiblast and PS
GSM6999826,21,GasdE701316,E70,early mesoderm
GSM6999827,21,GasdE701317,E70,ExE endoderm
GSM6999828,20,GasdE701318,E70,ExE endoderm
GSM6999829,21,GasdE701319,E70,ExE endoderm
GSM6999830,21,GasdE701320,E70,ExE endoderm
GSM6999831,21,GasdE701321,E70,ExE endoderm
GSM6999832,21,GasdE701322,E70,epiblast and PS
GSM6999833,21,GasdE701323,E70,ExE ectoderm
GSM6999834,21,GasdE701324,E70,ExE endoderm
GSM6999835,21,GasdE701325,E70,ExE ectoderm
GSM6999836,21,GasdE701326,E70,ExE mesoderm
GSM6999837,21,GasdE701327,E70,ExE ectoderm
GSM6999838,21,GasdE701328,E70,ExE mesoderm
GSM6999839,21,GasdE701329,E70,early mesoderm
GSM6999840,21,GasdE701330,E70,ExE endoderm
GSM6999841,21,GasdE701331,E70,early mesenchyme
GSM6999842,21,GasdE701332,E70,epiblast and PS
GSM6999843,20,GasdE701333,E70,epiblast and PS
GSM6999844,21,GasdE701334,E70,ExE endoderm
GSM6999845,21,GasdE701335,E70,blood
GSM6999846,21,GasdE701336,E70,blood
GSM6999847,21,GasdE701337,E70,blood
GSM6999848,21,GasdE701338,E70,epiblast and PS
GSM6999849,21,GasdE701339,E70,ExE ectoderm
GSM6999850,21,GasdE701340,E70,epiblast and PS
GSM6999851,21,GasdE701341,E70,early mesoderm
GSM6999852,21,GasdE701342,E70,ExE ectoderm
GSM6999853,21,GasdE701343,E70,ExE ectoderm
GSM6999854,21,GasdE701344,E70,endoderm
GSM6999855,21,GasdE701345,E70,epiblast and PS
GSM6999856,21,GasdE701346,E70,mitosis
GSM6999857,21,GasdE701347,E70,epiblast and PS
GSM6999858,21,GasdE701348,E70,epiblast and PS
GSM6999859,21,GasdE701349,E70,ExE endoderm
GSM6999860,21,GasdE701350,E70,mitosis
GSM6999861,21,GasdE701351,E70,epiblast and PS
GSM6999862,21,GasdE701353,E70,ExE endoderm
GSM6999863,21,GasdE701354,E70,epiblast and PS
GSM6999864,21,GasdE701355,E70,ExE endoderm
GSM6999865,21,GasdE701356,E70,epiblast and PS
GSM6999866,21,GasdE701357,E70,ExE ectoderm
GSM6999867,21,GasdE701358,E70,blood
GSM6999868,21,GasdE701359,E70,early mesoderm
GSM6999869,21,GasdE701360,E70,mitosis
GSM6999870,21,GasdE701361,E70,epiblast and PS
GSM6999871,21,GasdE701362,E70,early mesoderm
GSM6999872,21,GasdE701363,E70,ExE ectoderm
GSM6999873,21,GasdE701364,E70,ExE ectoderm
GSM6999874,21,GasdE701365,E70,early mesoderm
GSM6999875,21,GasdE701366,E70,early mesoderm
GSM6999876,21,GasdE701367,E70,ExE endoderm
GSM6999877,20,GasdE701368,E70,neural ectoderm
GSM6999878,20,GasdE701369,E70,epiblast and PS
GSM6999879,20,GasdE701370,E70,epiblast and PS
GSM6999880,20,GasdE701371,E70,epiblast and PS
GSM6999881,21,GasdE701372,E70,mitosis
GSM6999882,21,GasdE701373,E70,ExE endoderm
GSM6999883,21,GasdE701374,E70,ExE endoderm
GSM6999884,21,GasdE701375,E70,epiblast and PS
GSM6999885,21,GasdE701376,E70,mitosis
GSM6999886,21,GasdE701377,E70,ExE ectoderm
GSM6999887,21,GasdE701378,E70,ExE ectoderm
GSM6999888,21,GasdE701379,E70,ExE endoderm
GSM6999889,21,GasdE701380,E70,early mesoderm
GSM6999890,21,GasdE701381,E70,endoderm
GSM6999891,21,GasdE701382,E70,ExE ectoderm
GSM6999892,21,GasdE701383,E70,epiblast and PS
GSM6999893,20,GasdE701384,E70,epiblast and PS
GSM6999894,20,GaseE751001,E75,blood
GSM6999895,20,GaseE751002,E75,ExE endoderm
GSM6999896,21,GaseE751003,E75,neural ectoderm
GSM6999897,21,GaseE751004,E75,early mesenchyme
GSM6999898,20,GaseE751005,E75,ExE mesoderm
GSM6999899,20,GaseE751006,E75,blood
GSM6999900,21,GaseE751007,E75,ExE mesoderm
GSM6999901,21,GaseE751008,E75,epiblast and PS
GSM6999902,21,GaseE751009,E75,ExE ectoderm
GSM6999903,20,GaseE751010,E75,ExE mesoderm
GSM6999904,20,GaseE751011,E75,early mesoderm
GSM6999905,21,GaseE751012,E75,ExE ectoderm
GSM6999906,21,GaseE751013,E75,epithelial cells
GSM6999907,21,GaseE751014,E75,endoderm
GSM6999908,21,GaseE751015,E75,early mesenchyme
GSM6999909,20,GaseE751016,E75,ExE ectoderm
GSM6999910,21,GaseE751017,E75,ExE endoderm
GSM6999911,21,GaseE751018,E75,ExE mesoderm
GSM6999912,21,GaseE751019,E75,blood
GSM6999913,21,GaseE751020,E75,blood
GSM6999914,21,GaseE751022,E75,neural ectoderm
GSM6999915,20,GaseE751023,E75,epiblast and PS
GSM6999916,21,GaseE751024,E75,endoderm
GSM6999917,21,GaseE751025,E75,epithelial cells
GSM6999918,21,GaseE751026,E75,neural ectoderm
GSM6999919,21,GaseE751027,E75,ExE ectoderm
GSM6999920,21,GaseE751028,E75,mitosis
GSM6999921,20,GaseE751029,E75,ExE endoderm
GSM6999922,20,GaseE751030,E75,ExE endoderm
GSM6999923,20,GaseE751031,E75,early mesenchyme
GSM6999924,21,GaseE751032,E75,early mesoderm
GSM6999925,21,GaseE751033,E75,ExE endoderm
GSM6999926,21,GaseE751034,E75,ExE endoderm
GSM6999927,21,GaseE751035,E75,ExE ectoderm
GSM6999928,21,GaseE751037,E75,early mesenchyme
GSM6999929,21,GaseE751038,E75,neural ectoderm
GSM6999930,21,GaseE751039,E75,endoderm
GSM6999931,21,GaseE751040,E75,neural ectoderm
GSM6999932,21,GaseE751041,E75,early mesoderm
GSM6999933,20,GaseE751042,E75,ExE endoderm
GSM6999934,21,GaseE751043,E75,early mesoderm
GSM6999935,20,GaseE751044,E75,ExE mesoderm
GSM6999936,21,GaseE751045,E75,ExE ectoderm
GSM6999937,20,GaseE751046,E75,early mesenchyme
GSM6999938,21,GaseE751047,E75,neural ectoderm
GSM6999939,21,GaseE751048,E75,mitosis
GSM6999940,21,GaseE751049,E75,ExE ectoderm
GSM6999941,21,GaseE751050,E75,neural ectoderm
GSM6999942,20,GaseE751051,E75,ExE endoderm
GSM6999943,21,GaseE751052,E75,early mesenchyme
GSM6999944,21,GaseE751054,E75,ExE endoderm
GSM6999945,21,GaseE751055,E75,blood
GSM6999946,21,GaseE751056,E75,early mesenchyme
GSM6999947,20,GaseE751057,E75,ExE ectoderm
GSM6999948,21,GaseE751058,E75,ExE mesoderm
GSM6999949,20,GaseE751059,E75,ExE endoderm
GSM6999950,21,GaseE751060,E75,ExE ectoderm
GSM6999951,21,GaseE751061,E75,blood
GSM6999952,21,GaseE751062,E75,early mesoderm
GSM6999953,21,GaseE751063,E75,early mesoderm
GSM6999954,21,GaseE751064,E75,ExE ectoderm
GSM6999955,21,GaseE751065,E75,ExE ectoderm
GSM6999956,20,GaseE751066,E75,mitosis
GSM6999957,21,GaseE751067,E75,epithelial cells
GSM6999958,21,GaseE751068,E75,neural ectoderm
GSM6999959,20,GaseE751069,E75,ExE endoderm
GSM6999960,21,GaseE751070,E75,ExE endoderm
GSM6999961,21,GaseE751071,E75,ExE endoderm
GSM6999962,20,GaseE751072,E75,ExE ectoderm
GSM6999963,21,GaseE751074,E75,early mesenchyme
GSM6999964,21,GaseE751075,E75,ExE ectoderm
GSM6999965,20,GaseE751076,E75,endoderm
GSM6999966,20,GaseE751077,E75,early mesenchyme
GSM6999967,21,GaseE751078,E75,mitosis
GSM6999968,21,GaseE751079,E75,mitosis
GSM6999969,20,GaseE751080,E75,neural ectoderm
GSM6999970,21,GaseE751081,E75,epithelial cells
GSM6999971,21,GaseE751082,E75,blood
GSM6999972,21,GaseE751083,E75,ExE endoderm
GSM6999973,20,GaseE751084,E75,early mesoderm
GSM6999974,20,GaseE751085,E75,blood
GSM6999975,20,GaseE751086,E75,neural ectoderm
GSM6999976,21,GaseE751087,E75,ExE ectoderm
GSM6999977,21,GaseE751088,E75,ExE ectoderm
GSM6999978,21,GaseE751089,E75,ExE ectoderm
GSM6999979,20,GaseE751090,E75,early mesoderm
GSM6999980,20,GaseE751091,E75,early mesenchyme
GSM6999981,20,GaseE751092,E75,endoderm
GSM6999982,21,GaseE751093,E75,early mesoderm
GSM6999983,21,GaseE751094,E75,mitosis
GSM6999984,20,GaseE751095,E75,ExE endoderm
GSM6999985,20,GaseE751096,E75,ExE endoderm
GSM6999986,21,GaseE751097,E75,early mesenchyme
GSM6999987,20,GaseE751098,E75,epiblast and PS
GSM6999988,20,GaseE751099,E75,ExE ectoderm
GSM6999989,20,GaseE751100,E75,ExE endoderm
GSM6999990,21,GaseE751101,E75,ExE ectoderm
GSM6999991,21,GaseE751103,E75,ExE ectoderm
GSM6999992,21,GaseE751104,E75,ExE endoderm
GSM6999993,20,GaseE751105,E75,ExE ectoderm
GSM6999994,20,GaseE751106,E75,epiblast and PS
GSM6999995,21,GaseE751107,E75,ExE ectoderm
GSM6999996,20,GaseE751108,E75,ExE endoderm
GSM6999997,21,GaseE751109,E75,early mesoderm
GSM6999998,20,GaseE751110,E75,early mesoderm
GSM6999999,20,GaseE751111,E75,blood
GSM7000000,21,GaseE751112,E75,mitosis
GSM7000001,20,GaseE751113,E75,ExE ectoderm
GSM7000002,20,GaseE751114,E75,ExE ectoderm
GSM7000003,20,GaseE751115,E75,epiblast and PS
GSM7000004,21,GaseE751116,E75,epiblast and PS
GSM7000005,21,GaseE751117,E75,early mesoderm
GSM7000006,21,GaseE751118,E75,early mesenchyme
GSM7000007,21,GaseE751119,E75,neural ectoderm
GSM7000008,21,GaseE751120,E75,ExE endoderm
GSM7000009,21,GaseE751121,E75,neural ectoderm
GSM7000010,21,GaseE751122,E75,ExE endoderm
GSM7000011,20,GaseE751123,E75,neural ectoderm
GSM7000012,20,GaseE751124,E75,ExE ectoderm
GSM7000013,20,GaseE751125,E75,early mesoderm
GSM7000014,20,GaseE751126,E75,ExE endoderm
GSM7000015,20,GaseE751127,E75,blood
GSM7000016,21,GaseE751128,E75,ExE endoderm
GSM7000017,21,GaseE751129,E75,early mesenchyme
GSM7000018,20,GaseE751130,E75,epithelial cells
GSM7000019,21,GaseE751131,E75,mitosis
GSM7000020,21,GaseE751132,E75,early mesoderm
GSM7000021,21,GaseE751133,E75,neural ectoderm
GSM7000022,20,GaseE751134,E75,epiblast and PS
GSM7000023,20,GaseE751135,E75,early mesoderm
GSM7000024,21,GaseE751137,E75,endoderm
GSM7000025,21,GaseE751138,E75,early mesoderm
GSM7000026,21,GaseE751139,E75,blood
GSM7000027,21,GaseE751140,E75,ExE mesoderm
GSM7000028,20,GaseE751141,E75,ExE ectoderm
GSM7000029,21,GaseE751142,E75,early mesoderm
GSM7000030,20,GaseE751143,E75,ExE mesoderm
GSM7000031,20,GaseE751144,E75,ExE endoderm
GSM7000032,21,GaseE751145,E75,mitosis
GSM7000033,21,GaseE751146,E75,blood
GSM7000034,21,GaseE751147,E75,neural ectoderm
GSM7000035,21,GaseE751148,E75,early mesoderm
GSM7000036,20,GaseE751149,E75,neural ectoderm
GSM7000037,21,GaseE751150,E75,ExE mesoderm
GSM7000038,20,GaseE751151,E75,epiblast and PS
GSM7000039,20,GaseE751152,E75,early mesoderm
GSM7000040,21,GaseE751153,E75,ExE mesoderm
GSM7000041,20,GaseE751154,E75,ExE ectoderm
GSM7000042,21,GaseE751155,E75,neural ectoderm
GSM7000043,21,GaseE751156,E75,endoderm
GSM7000044,21,GaseE751157,E75,epiblast and PS
GSM7000045,20,GaseE751158,E75,early mesoderm
GSM7000046,21,GaseE751159,E75,mitosis
GSM7000047,20,GaseE751160,E75,epiblast and PS
GSM7000048,21,GaseE751161,E75,ExE mesoderm
GSM7000049,20,GaseE751162,E75,ExE ectoderm
GSM7000050,20,GaseE751164,E75,ExE mesoderm
GSM7000051,21,GaseE751165,E75,blood
GSM7000052,21,GaseE751166,E75,mitosis
GSM7000053,20,GaseE751167,E75,mitosis
GSM7000054,20,GaseE751168,E75,epiblast and PS
GSM7000055,20,GaseE751169,E75,neural ectoderm
GSM7000056,21,GaseE751170,E75,early mesoderm
GSM7000057,21,GaseE751171,E75,ExE endoderm
GSM7000058,21,GaseE751172,E75,neural ectoderm
GSM7000059,21,GaseE751173,E75,epithelial cells
GSM7000060,21,GaseE751174,E75,ExE mesoderm
GSM7000061,21,GaseE751175,E75,neural ectoderm
GSM7000062,20,GaseE751176,E75,epiblast and PS
GSM7000063,20,GaseE751177,E75,epithelial cells
GSM7000064,21,GaseE751178,E75,mitosis
GSM7000065,20,GaseE751179,E75,epiblast and PS
GSM7000066,20,GaseE751180,E75,ExE mesoderm
GSM7000067,21,GaseE751181,E75,endoderm
GSM7000068,20,GaseE751182,E75,mitosis
GSM7000069,21,GaseE751183,E75,neural ectoderm
GSM7000070,21,GaseE751184,E75,ExE endoderm
GSM7000071,21,GaseE751185,E75,epithelial cells
GSM7000072,20,GaseE751186,E75,ExE endoderm
GSM7000073,21,GaseE751187,E75,early mesenchyme
GSM7000074,21,GaseE751188,E75,neural ectoderm
GSM7000075,20,GaseE751189,E75,ExE ectoderm
GSM7000076,20,GaseE751190,E75,epiblast and PS
GSM7000077,20,GaseE751191,E75,ExE endoderm
GSM7000078,20,GaseE751192,E75,endoderm
GSM7000079,20,GaseE751194,E75,early mesenchyme
GSM7000080,21,GaseE751195,E75,endoderm
GSM7000081,20,GaseE751196,E75,ExE mesoderm
GSM7000082,21,GaseE751197,E75,mitosis
GSM7000083,21,GaseE751198,E75,blood
GSM7000084,20,GaseE751199,E75,endoderm
GSM7000085,21,GaseE751200,E75,ExE mesoderm
GSM7000086,20,GaseE751201,E75,ExE mesoderm
GSM7000087,21,GaseE751202,E75,early mesoderm
GSM7000088,20,GaseE751203,E75,neural ectoderm
GSM7000089,20,GaseE751204,E75,blood
GSM7000090,20,GaseE751205,E75,early mesenchyme
GSM7000091,21,GaseE751206,E75,ExE endoderm
GSM7000092,21,GaseE751207,E75,early mesenchyme
GSM7000093,20,GaseE751208,E75,mitosis
GSM7000094,21,GaseE751210,E75,early mesoderm
GSM7000095,21,GaseE751211,E75,mitosis
GSM7000096,20,GaseE751212,E75,early mesenchyme
GSM7000097,21,GaseE751213,E75,neural ectoderm
GSM7000098,20,GaseE751214,E75,early mesenchyme
GSM7000099,21,GaseE751215,E75,neural ectoderm
GSM7000100,20,GaseE751216,E75,neural ectoderm
GSM7000101,21,GaseE751217,E75,endoderm
GSM7000102,21,GaseE751218,E75,ExE mesoderm
GSM7000103,20,GaseE751219,E75,neural ectoderm
GSM7000104,20,GaseE751220,E75,ExE ectoderm
GSM7000105,21,GaseE751221,E75,neural ectoderm
GSM7000106,20,GaseE751222,E75,epithelial cells
GSM7000107,21,GaseE751223,E75,ExE endoderm
GSM7000108,20,GaseE751224,E75,early mesenchyme
GSM7000109,20,GaseE751225,E75,epithelial cells
GSM7000110,20,GaseE751226,E75,early mesenchyme
GSM7000111,21,GaseE751227,E75,ExE endoderm
GSM7000112,21,GaseE751228,E75,neural ectoderm
GSM7000113,21,GaseE751229,E75,neural ectoderm
GSM7000114,20,GaseE751230,E75,early mesenchyme
GSM7000115,21,GaseE751231,E75,NMP
GSM7000116,20,GaseE751232,E75,neural ectoderm
GSM7000117,20,GaseE751233,E75,early mesenchyme
GSM7000118,20,GaseE751234,E75,neural ectoderm
GSM7000119,21,GaseE751235,E75,early mesoderm
GSM7000120,21,GaseE751236,E75,early mesoderm
GSM7000121,21,GaseE751237,E75,blood
GSM7000122,21,GaseE751238,E75,ExE ectoderm
GSM7000123,21,GaseE751239,E75,neural ectoderm
GSM7000124,21,GaseE751240,E75,early mesenchyme
GSM7000125,20,GaseE751242,E75,neural ectoderm
GSM7000126,21,GaseE751243,E75,neural ectoderm
GSM7000127,20,GaseE751244,E75,endoderm
GSM7000128,20,GaseE751245,E75,neural ectoderm
GSM7000129,21,GaseE751246,E75,blood
GSM7000130,21,GaseE751247,E75,ExE endoderm
GSM7000131,21,GaseE751248,E75,ExE ectoderm
GSM7000132,21,GaseE751249,E75,mitosis
GSM7000133,21,GaseE751250,E75,neural ectoderm
GSM7000134,20,GaseE751251,E75,blood
GSM7000135,21,GaseE751252,E75,endoderm
GSM7000136,20,GaseE751253,E75,ExE endoderm
GSM7000137,21,GaseE751254,E75,epithelial cells
GSM7000138,21,GaseE751255,E75,blood
GSM7000139,21,GaseE751256,E75,early mesenchyme
GSM7000140,20,GaseE751258,E75,early mesenchyme
GSM7000141,21,GaseE751259,E75,ExE mesoderm
GSM7000142,20,GaseE751260,E75,ExE mesoderm
GSM7000143,21,GaseE751261,E75,ExE mesoderm
GSM7000144,21,GaseE751262,E75,endoderm
GSM7000145,20,GaseE751263,E75,ExE endoderm
GSM7000146,21,GaseE751264,E75,neural ectoderm
GSM7000147,20,GaseE751265,E75,neural ectoderm
GSM7000148,21,GaseE751266,E75,epithelial cells
GSM7000149,21,GaseE751267,E75,blood
GSM7000150,20,GaseE751268,E75,blood
GSM7000151,21,GaseE751269,E75,early mesoderm
GSM7000152,20,GaseE751270,E75,ExE mesoderm
GSM7000153,20,GaseE751271,E75,ExE ectoderm
GSM7000154,21,GaseE751272,E75,ExE endoderm
GSM7000155,20,GaseE751273,E75,early mesoderm
GSM7000156,20,GaseE751274,E75,ExE endoderm
GSM7000157,21,GaseE751275,E75,ExE mesoderm
GSM7000158,20,GaseE751276,E75,ExE mesoderm
GSM7000159,20,GaseE751277,E75,ExE endoderm
GSM7000160,20,GaseE751278,E75,early mesoderm
GSM7000161,21,GaseE751279,E75,early mesenchyme
GSM7000162,21,GaseE751280,E75,neural ectoderm
GSM7000163,21,GaseE751281,E75,early mesoderm
GSM7000164,21,GaseE751283,E75,neural ectoderm
GSM7000165,21,GaseE751284,E75,early mesenchyme
GSM7000166,21,GaseE751287,E75,blood
GSM7000167,21,GaseE751288,E75,ExE ectoderm
GSM7000168,21,GaseE751289,E75,neural ectoderm
GSM7000169,20,GaseE751290,E75,mitosis
GSM7000170,21,GaseE751291,E75,blood
GSM7000171,21,GaseE751292,E75,early mesenchyme
GSM7000172,20,GaseE751293,E75,neural ectoderm
GSM7000173,21,GaseE751294,E75,ExE ectoderm
GSM7000174,21,GaseE751295,E75,neural ectoderm
GSM7000175,20,GaseE751296,E75,mitosis
GSM7000176,21,GaseE751297,E75,early mesoderm
GSM7000177,20,GaseE751298,E75,neural ectoderm
GSM7000178,20,GaseE751299,E75,endoderm
GSM7000179,21,GaseE751301,E75,neural ectoderm
GSM7000180,20,GaseE751302,E75,ExE ectoderm
GSM7000181,20,GaseE751303,E75,ExE ectoderm
GSM7000182,21,GaseE751305,E75,ExE ectoderm
GSM7000183,21,GaseE751306,E75,mitosis
GSM7000184,20,GaseE751307,E75,mitosis
GSM7000185,21,GaseE751308,E75,mitosis
GSM7000186,21,GaseE751309,E75,neural ectoderm
GSM7000187,21,GaseE751310,E75,neural ectoderm
GSM7000188,21,GaseE751311,E75,ExE endoderm
GSM7000189,21,GaseE751312,E75,early mesenchyme
GSM7000190,20,GaseE751313,E75,early mesenchyme
GSM7000191,21,GaseE751314,E75,endoderm
GSM7000192,21,GaseE751315,E75,early mesoderm
GSM7000193,21,GaseE751316,E75,ExE endoderm
GSM7000194,21,GaseE751317,E75,neural ectoderm
GSM7000195,21,GaseE751318,E75,early mesoderm
GSM7000196,21,GaseE751319,E75,neural ectoderm
GSM7000197,21,GaseE751320,E75,ExE mesoderm
GSM7000198,21,GaseE751321,E75,ExE ectoderm
GSM7000199,20,GaseE751322,E75,early mesoderm
GSM7000200,20,GaseE751323,E75,early mesenchyme
GSM7000201,21,GaseE751324,E75,neural ectoderm
GSM7000202,20,GaseE751325,E75,early mesoderm
GSM7000203,21,GaseE751326,E75,neural ectoderm
GSM7000204,21,GaseE751327,E75,neural ectoderm
GSM7000205,21,GaseE751328,E75,ExE endoderm
GSM7000206,21,GaseE751329,E75,neural ectoderm
GSM7000207,21,GaseE751330,E75,ExE ectoderm
GSM7000208,21,GaseE751331,E75,endoderm
GSM7000209,21,GaseE751332,E75,ExE mesoderm
GSM7000210,20,GaseE751333,E75,ExE ectoderm
GSM7000211,21,GaseE751334,E75,endoderm
GSM7000212,21,GaseE751335,E75,neural ectoderm
GSM7000213,21,GaseE751336,E75,epithelial cells
GSM7000214,21,GaseE751337,E75,neural ectoderm
GSM7000215,20,GaseE751338,E75,endoderm
GSM7000216,21,GaseE751340,E75,early mesoderm
GSM7000217,21,GaseE751341,E75,ExE ectoderm
GSM7000218,20,GaseE751342,E75,ExE ectoderm
GSM7000219,21,GaseE751343,E75,blood
GSM7000220,21,GaseE751344,E75,mitosis
GSM7000221,20,GaseE751345,E75,ExE endoderm
GSM7000222,20,GaseE751346,E75,early mesoderm
GSM7000223,20,GaseE751347,E75,blood
GSM7000224,20,GaseE751348,E75,epiblast and PS
GSM7000225,20,GaseE751349,E75,ExE ectoderm
GSM7000226,21,GaseE751350,E75,mitosis
GSM7000227,21,GaseE751351,E75,ExE ectoderm
GSM7000228,21,GaseE751352,E75,ExE ectoderm
GSM7000229,21,GaseE751353,E75,neural ectoderm
GSM7000230,21,GaseE751354,E75,blood
GSM7000231,21,GaseE751355,E75,early mesoderm
GSM7000232,21,GaseE751357,E75,early mesoderm
GSM7000233,20,GaseE751358,E75,ExE endoderm
GSM7000234,20,GaseE751359,E75,ExE endoderm
GSM7000235,21,GaseE751360,E75,early mesoderm
GSM7000236,20,GaseE751361,E75,epiblast and PS
GSM7000237,20,GaseE751362,E75,ExE endoderm
GSM7000238,21,GaseE751363,E75,neural ectoderm
GSM7000239,20,GaseE751365,E75,ExE mesoderm
GSM7000240,20,GaseE751366,E75,ExE ectoderm
GSM7000241,21,GaseE751367,E75,ExE ectoderm
GSM7000242,21,GaseE751368,E75,ExE ectoderm
GSM7000243,21,GaseE751369,E75,mitosis
GSM7000244,21,GaseE751370,E75,ExE endoderm
GSM7000245,20,GaseE751371,E75,neural ectoderm
GSM7000246,21,GaseE751372,E75,neural ectoderm
GSM7000247,21,GaseE751373,E75,endoderm
GSM7000248,21,GaseE751374,E75,ExE mesoderm
GSM7000249,21,GaseE751375,E75,ExE endoderm
GSM7000250,21,GaseE751376,E75,mitosis
GSM7000251,20,GaseE751377,E75,ExE endoderm
GSM7000252,20,GaseE751379,E75,mitosis
GSM7000253,21,GaseE751381,E75,ExE ectoderm
GSM7000254,21,GaseE751382,E75,ExE endoderm
GSM7000255,20,GaseE751383,E75,mitosis
GSM7000256,20,GaseE751384,E75,ExE endoderm
GSM7000257,21,GaseE752001,E75,blood
GSM7000258,21,GaseE752002,E75,ExE endoderm
GSM7000259,20,GaseE752003,E75,ExE mesoderm
GSM7000260,21,GaseE752004,E75,ExE endoderm
GSM7000261,20,GaseE752005,E75,early mesoderm
GSM7000262,20,GaseE752006,E75,neural ectoderm
GSM7000263,21,GaseE752009,E75,neural ectoderm
GSM7000264,20,GaseE752010,E75,epiblast and PS
GSM7000265,21,GaseE752011,E75,ExE mesoderm
GSM7000266,21,GaseE752012,E75,neural ectoderm
GSM7000267,21,GaseE752013,E75,early mesoderm
GSM7000268,21,GaseE752014,E75,ExE ectoderm
GSM7000269,21,GaseE752015,E75,neural ectoderm
GSM7000270,21,GaseE752017,E75,early mesoderm
GSM7000271,21,GaseE752018,E75,ExE mesoderm
GSM7000272,21,GaseE752019,E75,ExE ectoderm
GSM7000273,21,GaseE752020,E75,ExE ectoderm
GSM7000274,21,GaseE752021,E75,ExE ectoderm
GSM7000275,21,GaseE752025,E75,mitosis
GSM7000276,21,GaseE752026,E75,ExE endoderm
GSM7000277,21,GaseE752027,E75,early mesenchyme
GSM7000278,21,GaseE752028,E75,ExE endoderm
GSM7000279,21,GaseE752029,E75,mitosis
GSM7000280,20,GaseE752030,E75,ExE ectoderm
GSM7000281,20,GaseE752031,E75,early mesoderm
GSM7000282,21,GaseE752033,E75,neural ectoderm
GSM7000283,21,GaseE752034,E75,neural ectoderm
GSM7000284,21,GaseE752035,E75,mitosis
GSM7000285,20,GaseE752036,E75,neural ectoderm
GSM7000286,20,GaseE752037,E75,neural ectoderm
GSM7000287,20,GaseE752038,E75,ExE mesoderm
GSM7000288,21,GaseE752039,E75,ExE ectoderm
GSM7000289,21,GaseE752040,E75,ExE ectoderm
GSM7000290,20,GaseE752042,E75,ExE endoderm
GSM7000291,21,GaseE752045,E75,neural ectoderm
GSM7000292,21,GaseE752046,E75,blood
GSM7000293,21,GaseE752047,E75,neural ectoderm
GSM7000294,21,GaseE752049,E75,ExE ectoderm
GSM7000295,21,GaseE752050,E75,early mesenchyme
GSM7000296,21,GaseE752051,E75,ExE ectoderm
GSM7000297,21,GaseE752052,E75,early mesoderm
GSM7000298,21,GaseE752053,E75,ExE mesoderm
GSM7000299,20,GaseE752054,E75,ExE ectoderm
GSM7000300,20,GaseE752055,E75,ExE mesoderm
GSM7000301,20,GaseE752056,E75,ExE endoderm
GSM7000302,21,GaseE752057,E75,ExE mesoderm
GSM7000303,21,GaseE752058,E75,early mesoderm
GSM7000304,21,GaseE752059,E75,early mesoderm
GSM7000305,20,GaseE752060,E75,neural ectoderm
GSM7000306,21,GaseE752061,E75,early mesoderm
GSM7000307,21,GaseE752064,E75,ExE endoderm
GSM7000308,20,GaseE752066,E75,ExE mesoderm
GSM7000309,20,GaseE752067,E75,early mesenchyme
GSM7000310,20,GaseE752068,E75,mitosis
GSM7000311,21,GaseE752069,E75,ExE mesoderm
GSM7000312,21,GaseE752070,E75,mitosis
GSM7000313,21,GaseE752071,E75,early mesenchyme
GSM7000314,21,GaseE752072,E75,ExE ectoderm
GSM7000315,20,GaseE752073,E75,mitosis
GSM7000316,21,GaseE752074,E75,epithelial cells
GSM7000317,21,GaseE752075,E75,early mesoderm
GSM7000318,20,GaseE752076,E75,early mesenchyme
GSM7000319,21,GaseE752077,E75,mitosis
GSM7000320,21,GaseE752078,E75,ExE endoderm
GSM7000321,21,GaseE752082,E75,ExE mesoderm
GSM7000322,21,GaseE752083,E75,neural ectoderm
GSM7000323,21,GaseE752084,E75,neural ectoderm
GSM7000324,21,GaseE752085,E75,ExE endoderm
GSM7000325,20,GaseE752087,E75,ExE endoderm
GSM7000326,21,GaseE752088,E75,ExE ectoderm
GSM7000327,21,GaseE752090,E75,early mesoderm
GSM7000328,20,GaseE752091,E75,mitosis
GSM7000329,20,GaseE752092,E75,neural ectoderm
GSM7000330,21,GaseE752093,E75,mitosis
GSM7000331,21,GaseE752094,E75,ExE mesoderm
GSM7000332,21,GaseE752097,E75,ExE ectoderm
