filename,chromosome_count,cellname,stage,celltype,filepath
GSM6999703,20,GasdE701185,E70,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999703_GasdE701185.pairs.gz
GSM6999711,20,GasdE701193,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999711_GasdE701193.pairs.gz
GSM6999715,20,GasdE701198,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999715_GasdE701198.pairs.gz
GSM6999721,20,GasdE701204,E70,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999721_GasdE701204.pairs.gz
GSM6999755,20,GasdE701239,E70,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999755_GasdE701239.pairs.gz
GSM6999761,20,GasdE701246,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999761_GasdE701246.pairs.gz
GSM6999792,20,GasdE701281,E70,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999792_GasdE701281.pairs.gz
GSM6999797,20,GasdE701286,E70,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999797_GasdE701286.pairs.gz
GSM6999804,20,GasdE701293,E70,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999804_GasdE701293.pairs.gz
GSM6999823,20,GasdE701313,E70,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999823_GasdE701313.pairs.gz
GSM6999825,20,GasdE701315,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999825_GasdE701315.pairs.gz
GSM6999828,20,GasdE701318,E70,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999828_GasdE701318.pairs.gz
GSM6999843,20,GasdE701333,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999843_GasdE701333.pairs.gz
GSM6999877,20,GasdE701368,E70,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999877_GasdE701368.pairs.gz
GSM6999878,20,GasdE701369,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999878_GasdE701369.pairs.gz
GSM6999879,20,GasdE701370,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999879_GasdE701370.pairs.gz
GSM6999880,20,GasdE701371,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999880_GasdE701371.pairs.gz
GSM6999893,20,GasdE701384,E70,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999893_GasdE701384.pairs.gz
GSM6999894,20,GaseE751001,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999894_GaseE751001.pairs.gz
GSM6999895,20,GaseE751002,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999895_GaseE751002.pairs.gz
GSM6999898,20,GaseE751005,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999898_GaseE751005.pairs.gz
GSM6999899,20,GaseE751006,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999899_GaseE751006.pairs.gz
GSM6999903,20,GaseE751010,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999903_GaseE751010.pairs.gz
GSM6999904,20,GaseE751011,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999904_GaseE751011.pairs.gz
GSM6999909,20,GaseE751016,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999909_GaseE751016.pairs.gz
GSM6999915,20,GaseE751023,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999915_GaseE751023.pairs.gz
GSM6999921,20,GaseE751029,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999921_GaseE751029.pairs.gz
GSM6999922,20,GaseE751030,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999922_GaseE751030.pairs.gz
GSM6999923,20,GaseE751031,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999923_GaseE751031.pairs.gz
GSM6999933,20,GaseE751042,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999933_GaseE751042.pairs.gz
GSM6999935,20,GaseE751044,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999935_GaseE751044.pairs.gz
GSM6999937,20,GaseE751046,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999937_GaseE751046.pairs.gz
GSM6999942,20,GaseE751051,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999942_GaseE751051.pairs.gz
GSM6999947,20,GaseE751057,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999947_GaseE751057.pairs.gz
GSM6999949,20,GaseE751059,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999949_GaseE751059.pairs.gz
GSM6999956,20,GaseE751066,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999956_GaseE751066.pairs.gz
GSM6999959,20,GaseE751069,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999959_GaseE751069.pairs.gz
GSM6999962,20,GaseE751072,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999962_GaseE751072.pairs.gz
GSM6999965,20,GaseE751076,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999965_GaseE751076.pairs.gz
GSM6999966,20,GaseE751077,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999966_GaseE751077.pairs.gz
GSM6999969,20,GaseE751080,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999969_GaseE751080.pairs.gz
GSM6999973,20,GaseE751084,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999973_GaseE751084.pairs.gz
GSM6999974,20,GaseE751085,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999974_GaseE751085.pairs.gz
GSM6999975,20,GaseE751086,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999975_GaseE751086.pairs.gz
GSM6999979,20,GaseE751090,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999979_GaseE751090.pairs.gz
GSM6999980,20,GaseE751091,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999980_GaseE751091.pairs.gz
GSM6999981,20,GaseE751092,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999981_GaseE751092.pairs.gz
GSM6999984,20,GaseE751095,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999984_GaseE751095.pairs.gz
GSM6999985,20,GaseE751096,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999985_GaseE751096.pairs.gz
GSM6999987,20,GaseE751098,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999987_GaseE751098.pairs.gz
GSM6999988,20,GaseE751099,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999988_GaseE751099.pairs.gz
GSM6999989,20,GaseE751100,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999989_GaseE751100.pairs.gz
GSM6999993,20,GaseE751105,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999993_GaseE751105.pairs.gz
GSM6999994,20,GaseE751106,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999994_GaseE751106.pairs.gz
GSM6999996,20,GaseE751108,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999996_GaseE751108.pairs.gz
GSM6999998,20,GaseE751110,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999998_GaseE751110.pairs.gz
GSM6999999,20,GaseE751111,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM6999999_GaseE751111.pairs.gz
GSM7000001,20,GaseE751113,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000001_GaseE751113.pairs.gz
GSM7000002,20,GaseE751114,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000002_GaseE751114.pairs.gz
GSM7000003,20,GaseE751115,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000003_GaseE751115.pairs.gz
GSM7000011,20,GaseE751123,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000011_GaseE751123.pairs.gz
GSM7000012,20,GaseE751124,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000012_GaseE751124.pairs.gz
GSM7000013,20,GaseE751125,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000013_GaseE751125.pairs.gz
GSM7000014,20,GaseE751126,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000014_GaseE751126.pairs.gz
GSM7000015,20,GaseE751127,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000015_GaseE751127.pairs.gz
GSM7000018,20,GaseE751130,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000018_GaseE751130.pairs.gz
GSM7000022,20,GaseE751134,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000022_GaseE751134.pairs.gz
GSM7000023,20,GaseE751135,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000023_GaseE751135.pairs.gz
GSM7000028,20,GaseE751141,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000028_GaseE751141.pairs.gz
GSM7000030,20,GaseE751143,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000030_GaseE751143.pairs.gz
GSM7000031,20,GaseE751144,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000031_GaseE751144.pairs.gz
GSM7000036,20,GaseE751149,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000036_GaseE751149.pairs.gz
GSM7000038,20,GaseE751151,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000038_GaseE751151.pairs.gz
GSM7000039,20,GaseE751152,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000039_GaseE751152.pairs.gz
GSM7000041,20,GaseE751154,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000041_GaseE751154.pairs.gz
GSM7000045,20,GaseE751158,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000045_GaseE751158.pairs.gz
GSM7000047,20,GaseE751160,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000047_GaseE751160.pairs.gz
GSM7000049,20,GaseE751162,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000049_GaseE751162.pairs.gz
GSM7000050,20,GaseE751164,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000050_GaseE751164.pairs.gz
GSM7000053,20,GaseE751167,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000053_GaseE751167.pairs.gz
GSM7000054,20,GaseE751168,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000054_GaseE751168.pairs.gz
GSM7000055,20,GaseE751169,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000055_GaseE751169.pairs.gz
GSM7000062,20,GaseE751176,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000062_GaseE751176.pairs.gz
GSM7000063,20,GaseE751177,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000063_GaseE751177.pairs.gz
GSM7000065,20,GaseE751179,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000065_GaseE751179.pairs.gz
GSM7000066,20,GaseE751180,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000066_GaseE751180.pairs.gz
GSM7000068,20,GaseE751182,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000068_GaseE751182.pairs.gz
GSM7000072,20,GaseE751186,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000072_GaseE751186.pairs.gz
GSM7000075,20,GaseE751189,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000075_GaseE751189.pairs.gz
GSM7000076,20,GaseE751190,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000076_GaseE751190.pairs.gz
GSM7000077,20,GaseE751191,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000077_GaseE751191.pairs.gz
GSM7000078,20,GaseE751192,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000078_GaseE751192.pairs.gz
GSM7000079,20,GaseE751194,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000079_GaseE751194.pairs.gz
GSM7000081,20,GaseE751196,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000081_GaseE751196.pairs.gz
GSM7000084,20,GaseE751199,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000084_GaseE751199.pairs.gz
GSM7000086,20,GaseE751201,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000086_GaseE751201.pairs.gz
GSM7000088,20,GaseE751203,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000088_GaseE751203.pairs.gz
GSM7000089,20,GaseE751204,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000089_GaseE751204.pairs.gz
GSM7000090,20,GaseE751205,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000090_GaseE751205.pairs.gz
GSM7000093,20,GaseE751208,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000093_GaseE751208.pairs.gz
GSM7000096,20,GaseE751212,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000096_GaseE751212.pairs.gz
GSM7000098,20,GaseE751214,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000098_GaseE751214.pairs.gz
GSM7000100,20,GaseE751216,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000100_GaseE751216.pairs.gz
GSM7000103,20,GaseE751219,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000103_GaseE751219.pairs.gz
GSM7000104,20,GaseE751220,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000104_GaseE751220.pairs.gz
GSM7000106,20,GaseE751222,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000106_GaseE751222.pairs.gz
GSM7000108,20,GaseE751224,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000108_GaseE751224.pairs.gz
GSM7000109,20,GaseE751225,E75,epithelial cells,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000109_GaseE751225.pairs.gz
GSM7000110,20,GaseE751226,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000110_GaseE751226.pairs.gz
GSM7000114,20,GaseE751230,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000114_GaseE751230.pairs.gz
GSM7000116,20,GaseE751232,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000116_GaseE751232.pairs.gz
GSM7000117,20,GaseE751233,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000117_GaseE751233.pairs.gz
GSM7000118,20,GaseE751234,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000118_GaseE751234.pairs.gz
GSM7000125,20,GaseE751242,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000125_GaseE751242.pairs.gz
GSM7000127,20,GaseE751244,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000127_GaseE751244.pairs.gz
GSM7000128,20,GaseE751245,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000128_GaseE751245.pairs.gz
GSM7000134,20,GaseE751251,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000134_GaseE751251.pairs.gz
GSM7000136,20,GaseE751253,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000136_GaseE751253.pairs.gz
GSM7000140,20,GaseE751258,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000140_GaseE751258.pairs.gz
GSM7000142,20,GaseE751260,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000142_GaseE751260.pairs.gz
GSM7000145,20,GaseE751263,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000145_GaseE751263.pairs.gz
GSM7000147,20,GaseE751265,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000147_GaseE751265.pairs.gz
GSM7000150,20,GaseE751268,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000150_GaseE751268.pairs.gz
GSM7000152,20,GaseE751270,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000152_GaseE751270.pairs.gz
GSM7000153,20,GaseE751271,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000153_GaseE751271.pairs.gz
GSM7000155,20,GaseE751273,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000155_GaseE751273.pairs.gz
GSM7000156,20,GaseE751274,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000156_GaseE751274.pairs.gz
GSM7000158,20,GaseE751276,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000158_GaseE751276.pairs.gz
GSM7000159,20,GaseE751277,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000159_GaseE751277.pairs.gz
GSM7000160,20,GaseE751278,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000160_GaseE751278.pairs.gz
GSM7000169,20,GaseE751290,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000169_GaseE751290.pairs.gz
GSM7000172,20,GaseE751293,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000172_GaseE751293.pairs.gz
GSM7000175,20,GaseE751296,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000175_GaseE751296.pairs.gz
GSM7000177,20,GaseE751298,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000177_GaseE751298.pairs.gz
GSM7000178,20,GaseE751299,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000178_GaseE751299.pairs.gz
GSM7000180,20,GaseE751302,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000180_GaseE751302.pairs.gz
GSM7000181,20,GaseE751303,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000181_GaseE751303.pairs.gz
GSM7000184,20,GaseE751307,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000184_GaseE751307.pairs.gz
GSM7000190,20,GaseE751313,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000190_GaseE751313.pairs.gz
GSM7000199,20,GaseE751322,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000199_GaseE751322.pairs.gz
GSM7000200,20,GaseE751323,E75,early mesenchyme,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000200_GaseE751323.pairs.gz
GSM7000202,20,GaseE751325,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000202_GaseE751325.pairs.gz
GSM7000210,20,GaseE751333,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000210_GaseE751333.pairs.gz
GSM7000215,20,GaseE751338,E75,endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000215_GaseE751338.pairs.gz
GSM7000218,20,GaseE751342,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000218_GaseE751342.pairs.gz
GSM7000221,20,GaseE751345,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000221_GaseE751345.pairs.gz
GSM7000222,20,GaseE751346,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000222_GaseE751346.pairs.gz
GSM7000223,20,GaseE751347,E75,blood,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000223_GaseE751347.pairs.gz
GSM7000224,20,GaseE751348,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000224_GaseE751348.pairs.gz
GSM7000225,20,GaseE751349,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000225_GaseE751349.pairs.gz
GSM7000233,20,GaseE751358,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000233_GaseE751358.pairs.gz
GSM7000234,20,GaseE751359,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000234_GaseE751359.pairs.gz
GSM7000236,20,GaseE751361,E75,epiblast and PS,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000236_GaseE751361.pairs.gz
GSM7000237,20,GaseE751362,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000237_GaseE751362.pairs.gz
GSM7000239,20,GaseE751365,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000239_GaseE751365.pairs.gz
GSM7000240,20,GaseE751366,E75,ExE ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000240_GaseE751366.pairs.gz
GSM7000245,20,GaseE751371,E75,neural ectoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000245_GaseE751371.pairs.gz
GSM7000251,20,GaseE751377,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000251_GaseE751377.pairs.gz
GSM7000252,20,GaseE751379,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000252_GaseE751379.pairs.gz
GSM7000255,20,GaseE751383,E75,mitosis,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000255_GaseE751383.pairs.gz
GSM7000256,20,GaseE751384,E75,ExE endoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000256_GaseE751384.pairs.gz
GSM7000259,20,GaseE752003,E75,ExE mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000259_GaseE752003.pairs.gz
GSM7000261,20,GaseE752005,E75,early mesoderm,/Volumes/SumSung500/CSU/0_HiRES/data/hires/GSE223917_RAW/GSM7000261_GaseE752005.pairs.gz
